ProductKey	Product	Standard Cost	Color	Subcategory	Category	Background Color Format	Font Color Format	costbreakid
308	HL Mountain Frame - Silver, 38	$660.91	Silver	Mountain Frames	Components	#C0C0C0	#000000	6
309	HL Mountain Frame - Silver, 38	$747.2	Silver	Mountain Frames	Components	#C0C0C0	#000000	6
310	Road-150 Red, 62	$2,171.29	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	8
311	Road-150 Red, 44	$2,171.29	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	8
312	Road-150 Red, 48	$2,171.29	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	8
313	Road-150 Red, 52	$2,171.29	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	8
314	Road-150 Red, 56	$2,171.29	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	8
315	Road-450 Red, 58	$884.71	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	7
316	Road-450 Red, 60	$884.71	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	7
317	Road-450 Red, 44	$884.71	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	7
318	Road-450 Red, 48	$884.71	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	7
319	Road-450 Red, 52	$884.71	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	7
320	Road-650 Red, 58	$413.15	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
321	Road-650 Red, 58	$486.71	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
322	Road-650 Red, 60	$413.15	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
323	Road-650 Red, 60	$486.71	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
324	Road-650 Red, 62	$413.15	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
325	Road-650 Red, 62	$486.71	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
326	Road-650 Red, 44	$413.15	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
327	Road-650 Red, 44	$486.71	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
328	Road-650 Red, 48	$413.15	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
329	Road-650 Red, 48	$486.71	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
330	Road-650 Red, 52	$413.15	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
331	Road-650 Red, 52	$486.71	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	5
344	Mountain-100 Silver, 38	$1,912.15	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	8
345	Mountain-100 Silver, 42	$1,912.15	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	8
346	Mountain-100 Silver, 44	$1,912.15	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	8
347	Mountain-100 Silver, 48	$1,912.15	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	8
352	Mountain-200 Silver, 38	$1,117.86	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	8
353	Mountain-200 Silver, 38	$1,265.62	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	8
354	Mountain-200 Silver, 42	$1,117.86	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	8
355	Mountain-200 Silver, 42	$1,265.62	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	8
356	Mountain-200 Silver, 46	$1,117.86	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	8
357	Mountain-200 Silver, 46	$1,265.62	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	8
369	Road-250 Red, 48	$1,518.79	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	8
370	Road-250 Red, 52	$1,518.79	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	8
371	Road-250 Red, 58	$1,320.68	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	8
372	Road-250 Red, 58	$1,554.95	Red	Road Bikes	Bikes	#FF0000	#FFFFFF	8
381	Road-550-W Yellow, 38	$605.65	Yellow	Road Bikes	Bikes	#FFFF00	#000000	6
382	Road-550-W Yellow, 38	$713.08	Yellow	Road Bikes	Bikes	#FFFF00	#000000	6
383	Road-550-W Yellow, 40	$605.65	Yellow	Road Bikes	Bikes	#FFFF00	#000000	6
384	Road-550-W Yellow, 40	$713.08	Yellow	Road Bikes	Bikes	#FFFF00	#000000	6
385	Road-550-W Yellow, 42	$605.65	Yellow	Road Bikes	Bikes	#FFFF00	#000000	6
386	Road-550-W Yellow, 42	$713.08	Yellow	Road Bikes	Bikes	#FFFF00	#000000	6
387	Road-550-W Yellow, 44	$605.65	Yellow	Road Bikes	Bikes	#FFFF00	#000000	6
388	Road-550-W Yellow, 44	$713.08	Yellow	Road Bikes	Bikes	#FFFF00	#000000	6
389	Road-550-W Yellow, 48	$605.65	Yellow	Road Bikes	Bikes	#FFFF00	#000000	6
390	Road-550-W Yellow, 48	$713.08	Yellow	Road Bikes	Bikes	#FFFF00	#000000	6
391	LL Fork	$65.81	NaN	Forks	Components	#DCDCDC	#000000	3
392	ML Fork	$77.92	NaN	Forks	Components	#DCDCDC	#000000	3
393	HL Fork	$101.89	NaN	Forks	Components	#DCDCDC	#000000	4
394	LL Headset	$15.18	NaN	Headsets	Components	#DCDCDC	#000000	1
395	ML Headset	$45.42	NaN	Headsets	Components	#DCDCDC	#000000	2
396	HL Headset	$55.38	NaN	Headsets	Components	#DCDCDC	#000000	3
397	LL Mountain Handlebars	$17.98	NaN	Handlebars	Components	#DCDCDC	#000000	1
398	LL Mountain Handlebars	$19.78	NaN	Handlebars	Components	#DCDCDC	#000000	1
399	ML Mountain Handlebars	$24.99	NaN	Handlebars	Components	#DCDCDC	#000000	1
400	ML Mountain Handlebars	$27.49	NaN	Handlebars	Components	#DCDCDC	#000000	2
401	HL Mountain Handlebars	$48.55	NaN	Handlebars	Components	#DCDCDC	#000000	2
402	HL Mountain Handlebars	$53.4	NaN	Handlebars	Components	#DCDCDC	#000000	3
403	LL Road Handlebars	$17.98	NaN	Handlebars	Components	#DCDCDC	#000000	1
404	LL Road Handlebars	$19.78	NaN	Handlebars	Components	#DCDCDC	#000000	1
405	ML Road Handlebars	$24.99	NaN	Handlebars	Components	#DCDCDC	#000000	1
406	ML Road Handlebars	$27.49	NaN	Handlebars	Components	#DCDCDC	#000000	2
407	HL Road Handlebars	$48.55	NaN	Handlebars	Components	#DCDCDC	#000000	2
408	HL Road Handlebars	$53.4	NaN	Handlebars	Components	#DCDCDC	#000000	3
417	ML Road Frame-W - Yellow, 38	$300.12	Yellow	Road Frames	Components	#FFFF00	#000000	5
418	ML Road Frame-W - Yellow, 38	$360.94	Yellow	Road Frames	Components	#FFFF00	#000000	5
429	ML Road Frame-W - Yellow, 40	$300.12	Yellow	Road Frames	Components	#FFFF00	#000000	5
430	ML Road Frame-W - Yellow, 40	$360.94	Yellow	Road Frames	Components	#FFFF00	#000000	5
431	ML Road Frame-W - Yellow, 42	$300.12	Yellow	Road Frames	Components	#FFFF00	#000000	5
432	ML Road Frame-W - Yellow, 42	$360.94	Yellow	Road Frames	Components	#FFFF00	#000000	5
433	ML Road Frame-W - Yellow, 44	$300.12	Yellow	Road Frames	Components	#FFFF00	#000000	5
434	ML Road Frame-W - Yellow, 44	$360.94	Yellow	Road Frames	Components	#FFFF00	#000000	5
435	ML Road Frame-W - Yellow, 48	$300.12	Yellow	Road Frames	Components	#FFFF00	#000000	5
436	ML Road Frame-W - Yellow, 48	$360.94	Yellow	Road Frames	Components	#FFFF00	#000000	5
446	Touring-Panniers, Large	$51.56	Grey	Panniers	Accessories	#808080	#FFFFFF	3
447	Cable Lock	$10.31	NaN	Locks	Accessories	#DCDCDC	#000000	1
448	Minipump	$8.25	NaN	Pumps	Accessories	#DCDCDC	#000000	1
449	Mountain Pump	$10.31	NaN	Pumps	Accessories	#DCDCDC	#000000	1
450	Taillights - Battery-Powered	$5.77	NaN	Lights	Accessories	#DCDCDC	#000000	1
451	Headlights - Dual-Beam	$14.43	NaN	Lights	Accessories	#DCDCDC	#000000	1
452	Headlights - Weatherproof	$18.56	NaN	Lights	Accessories	#DCDCDC	#000000	1
459	Men's Bib-Shorts, S	$37.12	Multi	Bib-Shorts	Clothing	#BC8F8F	#000000	2
460	Men's Bib-Shorts, M	$37.12	Multi	Bib-Shorts	Clothing	#BC8F8F	#000000	2
461	Men's Bib-Shorts, L	$37.12	Multi	Bib-Shorts	Clothing	#BC8F8F	#000000	2
471	Classic Vest, S	$23.75	Blue	Vests	Clothing	#0000FF	#FFFFFF	1
472	Classic Vest, M	$23.75	Blue	Vests	Clothing	#0000FF	#FFFFFF	1
473	Classic Vest, L	$23.75	Blue	Vests	Clothing	#0000FF	#FFFFFF	1
477	Water Bottle - 30 oz.	$1.87	NaN	Bottles and Cages	Accessories	#DCDCDC	#000000	1
478	Mountain Bottle Cage	$3.74	NaN	Bottles and Cages	Accessories	#DCDCDC	#000000	1
479	Road Bottle Cage	$3.36	NaN	Bottles and Cages	Accessories	#DCDCDC	#000000	1
480	Patch Kit/8 Patches	$0.86	NaN	Tires and Tubes	Accessories	#DCDCDC	#000000	1
481	Racing Socks, M	$3.36	White	Socks	Clothing	#FFFFFF	#000000	1
482	Racing Socks, L	$3.36	White	Socks	Clothing	#FFFFFF	#000000	1
483	Hitch Rack - 4-Bike	$44.88	NaN	Bike Racks	Accessories	#DCDCDC	#000000	2
484	Bike Wash - Dissolver	$2.97	NaN	Cleaners	Accessories	#DCDCDC	#000000	1
485	Fender Set - Mountain	$8.22	NaN	Fenders	Accessories	#DCDCDC	#000000	1
486	All-Purpose Bike Stand	$59.47	NaN	Bike Stands	Accessories	#DCDCDC	#000000	3
487	Hydration Pack - 70 oz.	$20.57	Silver	Hydration Packs	Accessories	#C0C0C0	#000000	1
488	Short-Sleeve Classic Jersey, S	$41.57	Yellow	Jerseys	Clothing	#FFFF00	#000000	2
489	Short-Sleeve Classic Jersey, M	$41.57	Yellow	Jerseys	Clothing	#FFFF00	#000000	2
490	Short-Sleeve Classic Jersey, L	$41.57	Yellow	Jerseys	Clothing	#FFFF00	#000000	2
491	Short-Sleeve Classic Jersey, XL	$41.57	Yellow	Jerseys	Clothing	#FFFF00	#000000	2
492	HL Touring Frame - Yellow, 60	$601.74	Yellow	Touring Frames	Components	#FFFF00	#000000	6
493	LL Touring Frame - Yellow, 62	$199.85	Yellow	Touring Frames	Components	#FFFF00	#000000	4
494	HL Touring Frame - Yellow, 46	$601.74	Yellow	Touring Frames	Components	#FFFF00	#000000	6
495	HL Touring Frame - Yellow, 50	$601.74	Yellow	Touring Frames	Components	#FFFF00	#000000	6
496	HL Touring Frame - Yellow, 54	$601.74	Yellow	Touring Frames	Components	#FFFF00	#000000	6
497	HL Touring Frame - Blue, 46	$601.74	Blue	Touring Frames	Components	#0000FF	#FFFFFF	6
498	HL Touring Frame - Blue, 50	$601.74	Blue	Touring Frames	Components	#0000FF	#FFFFFF	6
499	HL Touring Frame - Blue, 54	$601.74	Blue	Touring Frames	Components	#0000FF	#FFFFFF	6
500	HL Touring Frame - Blue, 60	$601.74	Blue	Touring Frames	Components	#0000FF	#FFFFFF	6
501	Rear Derailleur	$53.93	Silver	Derailleurs	Components	#C0C0C0	#000000	3
502	LL Touring Frame - Blue, 50	$199.85	Blue	Touring Frames	Components	#0000FF	#FFFFFF	4
503	LL Touring Frame - Blue, 54	$199.85	Blue	Touring Frames	Components	#0000FF	#FFFFFF	4
504	LL Touring Frame - Blue, 58	$199.85	Blue	Touring Frames	Components	#0000FF	#FFFFFF	4
505	LL Touring Frame - Blue, 62	$199.85	Blue	Touring Frames	Components	#0000FF	#FFFFFF	4
506	LL Touring Frame - Yellow, 44	$199.85	Yellow	Touring Frames	Components	#FFFF00	#000000	4
507	LL Touring Frame - Yellow, 50	$199.85	Yellow	Touring Frames	Components	#FFFF00	#000000	4
508	LL Touring Frame - Yellow, 54	$199.85	Yellow	Touring Frames	Components	#FFFF00	#000000	4
509	LL Touring Frame - Yellow, 58	$199.85	Yellow	Touring Frames	Components	#FFFF00	#000000	4
510	LL Touring Frame - Blue, 44	$199.85	Blue	Touring Frames	Components	#0000FF	#FFFFFF	4
511	ML Mountain Frame-W - Silver, 40	$199.38	Silver	Mountain Frames	Components	#C0C0C0	#000000	4
512	ML Mountain Frame-W - Silver, 42	$199.38	Silver	Mountain Frames	Components	#C0C0C0	#000000	4
513	ML Mountain Frame-W - Silver, 46	$199.38	Silver	Mountain Frames	Components	#C0C0C0	#000000	4
514	Rear Brakes	$47.29	Silver	Brakes	Components	#C0C0C0	#000000	2
515	LL Mountain Seat/Saddle	$12.04	NaN	Saddles	Components	#DCDCDC	#000000	1
516	ML Mountain Seat/Saddle	$17.38	NaN	Saddles	Components	#DCDCDC	#000000	1
517	HL Mountain Seat/Saddle	$23.37	NaN	Saddles	Components	#DCDCDC	#000000	1
518	LL Road Seat/Saddle	$12.04	NaN	Saddles	Components	#DCDCDC	#000000	1
519	ML Road Seat/Saddle	$17.38	NaN	Saddles	Components	#DCDCDC	#000000	1
520	HL Road Seat/Saddle	$23.37	NaN	Saddles	Components	#DCDCDC	#000000	1
521	LL Touring Seat/Saddle	$12.04	NaN	Saddles	Components	#DCDCDC	#000000	1
522	ML Touring Seat/Saddle	$17.38	NaN	Saddles	Components	#DCDCDC	#000000	1
523	HL Touring Seat/Saddle	$23.37	NaN	Saddles	Components	#DCDCDC	#000000	1
524	LL Mountain Frame - Silver, 42	$144.59	Silver	Mountain Frames	Components	#C0C0C0	#000000	4
525	LL Mountain Frame - Silver, 44	$144.59	Silver	Mountain Frames	Components	#C0C0C0	#000000	4
526	LL Mountain Frame - Silver, 48	$144.59	Silver	Mountain Frames	Components	#C0C0C0	#000000	4
527	LL Mountain Frame - Silver, 52	$144.59	Silver	Mountain Frames	Components	#C0C0C0	#000000	4
528	Mountain Tire Tube	$1.87	NaN	Tires and Tubes	Accessories	#DCDCDC	#000000	1
529	Road Tire Tube	$1.49	NaN	Tires and Tubes	Accessories	#DCDCDC	#000000	1
530	Touring Tire Tube	$1.87	NaN	Tires and Tubes	Accessories	#DCDCDC	#000000	1
535	LL Mountain Tire	$9.35	NaN	Tires and Tubes	Accessories	#DCDCDC	#000000	1
536	ML Mountain Tire	$11.22	NaN	Tires and Tubes	Accessories	#DCDCDC	#000000	1
537	HL Mountain Tire	$13.09	NaN	Tires and Tubes	Accessories	#DCDCDC	#000000	1
538	LL Road Tire	$8.04	NaN	Tires and Tubes	Accessories	#DCDCDC	#000000	1
539	ML Road Tire	$9.35	NaN	Tires and Tubes	Accessories	#DCDCDC	#000000	1
540	HL Road Tire	$12.19	NaN	Tires and Tubes	Accessories	#DCDCDC	#000000	1
541	Touring Tire	$10.84	NaN	Tires and Tubes	Accessories	#DCDCDC	#000000	1
542	LL Mountain Pedal	$17.98	Silver/Black	Pedals	Components	#696969	#FFFFFF	1
543	ML Mountain Pedal	$27.57	Silver/Black	Pedals	Components	#696969	#FFFFFF	2
544	HL Mountain Pedal	$35.96	Silver/Black	Pedals	Components	#696969	#FFFFFF	2
545	LL Road Pedal	$17.98	Silver/Black	Pedals	Components	#696969	#FFFFFF	1
546	ML Road Pedal	$27.57	Silver/Black	Pedals	Components	#696969	#FFFFFF	2
547	HL Road Pedal	$35.96	Silver/Black	Pedals	Components	#696969	#FFFFFF	2
548	Touring Pedal	$35.96	Silver/Black	Pedals	Components	#696969	#FFFFFF	2
549	ML Mountain Frame-W - Silver, 38	$199.38	Silver	Mountain Frames	Components	#C0C0C0	#000000	4
551	LL Mountain Frame - Silver, 40	$144.59	Silver	Mountain Frames	Components	#C0C0C0	#000000	4
552	Front Derailleur	$40.62	Silver	Derailleurs	Components	#C0C0C0	#000000	2
553	LL Touring Handlebars	$20.46	NaN	Handlebars	Components	#DCDCDC	#000000	1
554	HL Touring Handlebars	$40.66	NaN	Handlebars	Components	#DCDCDC	#000000	2
555	Front Brakes	$47.29	Silver	Brakes	Components	#C0C0C0	#000000	2
559	Chain	$8.99	Silver	Chains	Components	#C0C0C0	#000000	1
560	Touring-2000 Blue, 60	$755.15	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	7
561	Touring-1000 Yellow, 46	$1,481.94	Yellow	Touring Bikes	Bikes	#FFFF00	#000000	8
562	Touring-1000 Yellow, 50	$1,481.94	Yellow	Touring Bikes	Bikes	#FFFF00	#000000	8
563	Touring-1000 Yellow, 54	$1,481.94	Yellow	Touring Bikes	Bikes	#FFFF00	#000000	8
564	Touring-1000 Yellow, 60	$1,481.94	Yellow	Touring Bikes	Bikes	#FFFF00	#000000	8
565	Touring-3000 Blue, 54	$461.44	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	5
566	Touring-3000 Blue, 58	$461.44	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	5
567	Touring-3000 Blue, 62	$461.44	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	5
568	Touring-3000 Yellow, 44	$461.44	Yellow	Touring Bikes	Bikes	#FFFF00	#000000	5
569	Touring-3000 Yellow, 50	$461.44	Yellow	Touring Bikes	Bikes	#FFFF00	#000000	5
570	Touring-3000 Yellow, 54	$461.44	Yellow	Touring Bikes	Bikes	#FFFF00	#000000	5
571	Touring-3000 Yellow, 58	$461.44	Yellow	Touring Bikes	Bikes	#FFFF00	#000000	5
572	Touring-3000 Yellow, 62	$461.44	Yellow	Touring Bikes	Bikes	#FFFF00	#000000	5
573	Touring-1000 Blue, 46	$1,481.94	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	8
574	Touring-1000 Blue, 50	$1,481.94	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	8
575	Touring-1000 Blue, 54	$1,481.94	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	8
576	Touring-1000 Blue, 60	$1,481.94	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	8
577	Touring-2000 Blue, 46	$755.15	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	7
578	Touring-2000 Blue, 50	$755.15	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	7
579	Touring-2000 Blue, 54	$755.15	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	7
580	Road-350-W Yellow, 40	$1,082.51	Yellow	Road Bikes	Bikes	#FFFF00	#000000	8
581	Road-350-W Yellow, 42	$1,082.51	Yellow	Road Bikes	Bikes	#FFFF00	#000000	8
582	Road-350-W Yellow, 44	$1,082.51	Yellow	Road Bikes	Bikes	#FFFF00	#000000	8
583	Road-350-W Yellow, 48	$1,082.51	Yellow	Road Bikes	Bikes	#FFFF00	#000000	8
585	Touring-3000 Blue, 44	$461.44	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	5
586	Touring-3000 Blue, 50	$461.44	Blue	Touring Bikes	Bikes	#0000FF	#FFFFFF	5
587	Mountain-400-W Silver, 38	$419.78	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	5
588	Mountain-400-W Silver, 40	$419.78	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	5
589	Mountain-400-W Silver, 42	$419.78	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	5
590	Mountain-400-W Silver, 46	$419.78	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	5
591	Mountain-500 Silver, 40	$308.22	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	5
592	Mountain-500 Silver, 42	$308.22	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	5
593	Mountain-500 Silver, 44	$308.22	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	5
594	Mountain-500 Silver, 48	$308.22	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	5
595	Mountain-500 Silver, 52	$308.22	Silver	Mountain Bikes	Bikes	#C0C0C0	#000000	5
601	LL Bottom Bracket	$23.97	NaN	Bottom Brackets	Components	#DCDCDC	#000000	1
602	ML Bottom Bracket	$44.95	NaN	Bottom Brackets	Components	#DCDCDC	#000000	2
603	HL Bottom Bracket	$53.94	NaN	Bottom Brackets	Components	#DCDCDC	#000000	3
